ID_GPS;Country;Partyname;Region;Type_Values;Type_Partysize_vote;V4_Scale;V6_Scale;V8_Scale;V10;V11;V12;V13;V14;V15;V16;V17;Elec_year;PartyPerVote;WVS_LR_MedianVoter;OECD;polity2;FH_Regime;GDP;Longevity
292;Estonia;Social-Democratic Party;1;1;3;3,090909091;1,769230769;2,538461538;2,4;2,7;2,636363636;9,166666667;0,818181818;2,363636364;1,25;2,909090909;2015;15,2;5,51;1;9;2;31035,3936;77,7
293;Estonia;Union of Pro Patria and Res Publica;1;4;3;7,3;7,666666667;4,125;8,083333333;7,125;4;6,8;5,666666667;7,9;2,857142857;4,285714286;2015;13,7;5,51;1;9;2;31035,3936;77,7
294;Ethiopia;Afar National Democratic Party;4;2;-99;3,333333333;7,833333333;7;2,5;6,25;3,5;3,8;4;5,333333333;6;7,2;2015;-99;6,62;0;-99;0;1794,2908;66,4
295;Ethiopia;Ethiopian People's Revolutionary Democratic Front;4;2;-99;3,571428571;7,75;7,625;2,666666667;4,75;4,6;6,833333333;4,333333333;3;7,166666667;6,428571429;2015;-99;6,62;0;-99;0;1794,2908;66,4
296;Ethiopia;Somali People's Democratic Party;4;2;-99;3,2;7,666666667;7,25;2,5;6,125;4,666666667;4,666666667;3,666666667;4,333333333;6,5;7,2;2015;-99;6,62;0;-99;0;1794,2908;66,4
297;Ethiopia;The Argoba People Democratic Organization;4;2;-99;3;6,25;6,833333333;4,333333333;6,555555556;3,5;5;4;6,333333333;5,5;6,75;2015;-99;6,62;0;-99;0;1794,2908;66,4
298;Ethiopia;The Benishangul Gumuz Peoples Democratic Party;4;2;-99;3,2;7,333333333;7;2,5;6,125;3,5;3;3,75;5,75;6,8;7,2;2015;-99;6,62;0;-99;0;1794,2908;66,4
299;Ethiopia;The Gambela People's Unity Democratic Movement;4;2;-99;3,2;8,2;7;3;5,714285714;4,2;3,8;4,75;6,333333333;6,75;7,2;2015;-99;6,62;0;-99;0;1794,2908;66,4
300;Ethiopia;The Harari National League;4;2;-99;3,5;7,285714286;7,25;4;6,5;3,5;3;4,5;5,5;6,2;7,2;2015;-99;6,62;0;-99;0;1794,2908;66,4
301;Finland;Center Party;5;4;3;6,1;7,1875;3,692307692;6,25;4,454545455;6,181818182;5,066666667;2,75;3,666666667;1,842105263;5,117647059;2015;21,1;5,75;1;10;2;42060,8041;82,1
302;Finland;Christian Democrats;5;4;2;6,8;8,5;4,222222222;6,153846154;6;5,333333333;6;4,666666667;5;2,9375;3,555555556;2015;3,5;5,75;1;10;2;42060,8041;82,1
303;Finland;Green League;5;1;2;3,666666667;1,578947368;2,631578947;1,263157895;2,789473684;0,7;9;0,5;1,315789474;1,157894737;2,578947368;2015;8,5;5,75;1;10;2;42060,8041;82,1
304;Finland;Left Alliance;5;1;2;1,75;1,666666667;2,411764706;1,473684211;1,2;1,473684211;8,0625;0,55;1,421052632;1,473684211;3,055555556;2015;7,1;5,75;1;10;2;42060,8041;82,1
305;Finland;National Coalition Party;5;4;3;8;7,125;4;5,727272727;8,5;6,230769231;7,352941176;2,368421053;3,25;1,666666667;4,733333333;2015;17,6;5,75;1;10;2;42060,8041;82,1
306;Finland;Others;5;3;1;6;3;6,666666667;5,333333333;9,8125;4;5,666666667;2;5;1;1;2015;0,6;5,75;1;10;2;42060,8041;82,1
307;Finland;Social Democratic Party;5;1;3;3,111111111;3,333333333;3;3,846153846;1,947368421;3;7,933333333;1,526315789;2,529411765;1,578947368;2,857142857;2015;16,5;5,75;1;10;2;42060,8041;82,1
308;Finland;Swedish People's Party;5;3;2;7,285714286;3,333333333;2,05;1,578947368;6,846153846;2,769230769;8,8;1,15;0,55;0,894736842;4,333333333;2015;4,9;5,75;1;10;2;42060,8041;82,1
309;Finland;The Finns Party;5;4;3;6,538461538;8,6;9,1;9,736842105;6,615384615;8,95;0,8;6,357142857;9;6,8125;6,615384615;2015;18,2;5,75;1;10;2;42060,8041;82,1
310;Fiji;Fiji Labor Party;6;1;1;3,571428571;3,285714286;2,4;5,333333333;4;3,6;7,571428571;3;2,142857143;2,6;3,142857143;2018;0,0062;-99;0;2;1;9653,6184;65,8
311;Fiji;FijiFirst;6;1;1;2,166666667;4,777777778;7,181818182;3,857142857;1,857142857;2,25;8,444444444;2,625;2,5;6,857142857;3,857142857;2018;0,5002;-99;0;2;1;9653,6184;65,8
312;Fiji;HOPE Party;6;3;1;7;3,666666667;3,333333333;8;8,666666667;3,5;8;2,4;3,2;2;3,5;2018;0,0062;-99;0;2;1;9653,6184;65,8
313;Fiji;National Federation Party;6;1;1;4,714285714;3,833333333;2,333333333;4,75;4,4;3,1;8;2,5;2,2;1,666666667;2,444444444;2018;0,0738;-99;0;2;1;9653,6184;65,8
314;Fiji;Social Democratic Liberal Party;6;4;1;6,2;7,9;5,833333333;7,8;5,2;3,166666667;4,571428571;5;8,5;6;7,166666667;2018;0,3985;-99;0;2;1;9653,6184;65,8
315;Fiji;Unity Fiji Party;6;3;1;6;3;2,25;4;7,555555556;3,75;7,5;3,333333333;3;2;2,4;2018;0,0152;-99;0;2;1;9653,6184;65,8
316;France;Democratic Movement;5;3;2;6,6;3,714285714;2,2;5,5;6,714285714;4,25;7,222222222;2,875;3,5;1,5;3,4;2017;6,1;5,04;1;9;2;39555,5447;82,6
317;France;La France Insoumise;5;1;2;1;1,928571429;8,5;3;3,333333333;2,2;2,333333333;2,4;2,888888889;5,333333333;5,375;2017;4,9;5,04;1;9;2;39555,5447;82,6
318;France;La République En Marche;5;3;3;6,692307692;3,307692308;2,818181818;7,5;6,285714286;4;8,272727273;3,222222222;4;1,4;4;2017;43,1;5,04;1;9;2;39555,5447;82,6
319;France;National Rally;5;4;2;5,5;8,785714286;9,25;9,692307692;7,222222222;6,5;1,083333333;5,444444444;8,7;7,6;7,75;2017;8,8;5,04;1;9;2;39555,5447;82,6
320;France;Socialist Party;5;1;2;3,625;1,933333333;2,875;3,9;4,5;2,9;6,833333333;2,888888889;2,142857143;2,1;3,625;2017;5,7;5,04;1;9;2;39555,5447;82,6
321;France;The Republicans;5;4;3;8;7,230769231;3,888888889;8,166666667;7;6,375;5,428571429;4,272727273;6,888888889;2,7;6,333333333;2017;22,2;5,04;1;9;2;39555,5447;82,6
322;France;Union of Democrats and Independents;5;3;2;7,142857143;4,5;3;5,666666667;8,363636364;3,666666667;6,333333333;3;5;1,666666667;3,8;2017;3;5,04;1;9;2;39555,5447;82,6
323;Gabon;Circle of Liberal Reformers;4;0;-99;-99;8;2;7;4;3;8;3;3;10;9;2018;-99;-99;0;3;0;15861,5854;67,3
324;Gabon;Gabonese Democratic Party;4;0;-99;-99;8;3;-99;4;3;8;3;3;10;10;2018;-99;-99;0;3;0;15861,5854;67,3
325;Gabon;National Union;4;0;-99;-99;7;10;7;3;3;8;4;3;3;4;2018;-99;-99;0;3;0;15861,5854;67,3
326;United Kingdom;Brexit Party;5;4;1;8,653846154;8,324324324;9,297297297;9,305555556;8,08;8,464285714;1,323529412;8,086956522;8,678571429;8,185185185;7,470588235;2017;0,9;5,23;1;10;2;40522,2466;81,2
327;United Kingdom;Conservative and Unionist Party;5;4;3;7,916666667;7,1;7,441176471;8,125;6,894736842;6,368421053;2,655172414;5,133333333;5,777777778;6;6,25;2017;42,3;5,23;1;10;2;40522,2466;81,2
328;United Kingdom;Democratic Unionist Party;5;4;1;7;8,84375;7,428571429;7,875;7,9;6,909090909;1,80952381;8,647058824;7,875;7,882352941;7,647058824;2017;0,7;5,23;1;10;2;40522,2466;81,2
329;United Kingdom;Green Party;5;1;1;2,526315789;1,815789474;2,689655172;1,823529412;1,885714286;0,542857143;8,375;1,40625;1,206896552;1,785714286;1,807692308;2017;1,6;5,23;1;10;2;40522,2466;81,2
330;United Kingdom;Labour Party;5;1;3;2,125;2,472222222;5,058823529;3,181818182;1,264705882;2,620689655;6,739130435;2,1875;2;3,24;3,038461538;2017;40;5,23;1;10;2;40522,2466;81,2
331;United Kingdom;Liberal Democrats;5;1;2;4,666666667;2,243243243;2,787878788;2,28125;3,384615385;2,451612903;8,060606061;2,090909091;1,818181818;1,96969697;2,96;2017;7,4;5,23;1;10;2;40522,2466;81,2
332;United Kingdom;Plaid Cymru;5;1;1;3,235294118;2,875;3,962962963;2,727272727;3,742857143;2,740740741;6,923076923;2,428571429;1,962962963;2,344827586;3,047619048;2017;1,8;5,23;1;10;2;40522,2466;81,2
333;United Kingdom;Scottish National Party;5;1;2;3,162162162;2,771428571;4,275862069;2,352941176;2,941176471;2,9;7,387096774;2,181818182;1,827586207;2,5625;3,136363636;2017;3;5,23;1;10;2;40522,2466;81,2
334;United Kingdom;Sinn Féin;5;1;1;2,708333333;4,4375;7,25;2,857142857;5,275862069;3,5;4,1875;3,428571429;3;6,384615385;5,142857143;2017;0,5;5,23;1;10;2;40522,2466;81,2
335;United Kingdom;UK Independence Party;5;4;-99;8,086956522;8,806451613;9,193548387;9,294117647;8,92;8,619047619;1,433333333;8,421052632;8,56;8,44;8,117647059;2017;-99;5,23;1;10;2;40522,2466;81,2
336;Georgia;Free Democrats;1;3;1;7,714285714;3,833333333;5,25;2,333333333;8,166666667;3;7;4,125;3,5;3,375;4,25;2018;0,0463;6,02;0;7;1;10651,9421;74,3
337;Georgia;Georgian Dream;1;2;1;4,6;7,5;5,571428571;5,6;3,571428571;5,6;5,25;3,833333333;4,6;6,333333333;7;2018;0,4868;6,02;0;7;1;10651,9421;74,3
338;Georgia;Independents;1;2;-99;2,666666667;8;4,666666667;6,666666667;6,4;4,75;5;3,5;5,5;5,6;7;2018;-99;6,02;0;7;1;10651,9421;74,3
339;Georgia;Topadze - Industrialists, Our Fatherland;1;2;1;3,6;7,625;5,333333333;8,142857143;6,8;6;3,4;4,2;4;6,428571429;6,166666667;2018;0,0078;6,02;0;7;1;10651,9421;74,3
340;Georgia;United National Movement;1;3;1;8,4;4,75;8,571428571;4,8;7,75;6,5;6,428571429;4,285714286;3,375;4,6;7,6;2018;0,2711;6,02;0;7;1;10651,9421;74,3
341;Ghana;National Democratic Congress;4;2;-99;3;7;6;2;3,5;6,333333333;8,5;4;2,5;3;7;2016;-99;5,79;-99;-99;-99;4211,8458;66,6
342;Ghana;New Patriotic Party;4;3;-99;7,666666667;4,666666667;4,666666667;2,666666667;4,6;5,5;7,25;3,6;3,2;2;7,5;2016;-99;5,79;-99;-99;-99;4211,8458;66,6
343;Guinea;New Generation for the Republic;4;0;1;-99;3;-99;-99;10;-99;-99;10;-99;-99;-99;2013;0,8;-99;0;4;1;2222,6301;61,9
344;Guinea;Party of Hope for National Development;4;0;1;-99;3;1;-99;10;0;8,5;10;-99;2;-99;2013;2,6;-99;0;4;1;2222,6301;61,9
345;Guinea;Rally of the Guinean People;4;2;3;2;9;7;-99;1,5;-99;4;7;-99;7,5;8,5;2013;46,3;-99;0;4;1;2222,6301;61,9
346;Guinea;Union for the Progress of Guinea;4;0;1;-99;-99;-99;-99;10;-99;-99;9;-99;-99;-99;2013;1,7;-99;0;4;1;2222,6301;61,9
347;Guinea;Union of Democratic Forces of Guinea;4;4;3;8,5;5,5;3,5;-99;7;1;8,5;10;-99;2;8;2013;30,5;-99;0;4;1;2222,6301;61,9
348;Guinea;Union of Republican Forces;4;4;2;10;5,5;1,5;-99;-99;0;8,5;10;-99;2;-99;2013;7;-99;0;4;1;2222,6301;61,9
349;the Gambia;Alliance for Patriotic Reorientation and Construction;4;2;1;2,5;10;4;8;0;5,5;5;9;0;10;8;2017;0,16;-99;0;4;0;2317,6902;67,8
350;the Gambia;Gambia Democratic Congress;4;1;1;4;4;5,5;8;0;7;5;9;4;7;9;2017;0,17;-99;0;4;0;2317,6902;67,8
351;the Gambia;National Reconciliation Party;4;1;1;1;2;6;8;0;10;6;9;3;3;9;2017;0,06;-99;0;4;0;2317,6902;67,8
352;the Gambia;People's Democratic Organization for Independence and Socialism;4;2;1;1;6;1,5;-99;10;2;9,5;2;0;0;1;2017;0,08;-99;0;4;0;2317,6902;67,8
353;the Gambia;People's Progressive Party;4;0;1;-99;3;5;7;0;7;6,5;9;-99;-99;9;2017;0,03;-99;0;4;0;2317,6902;67,8
354;the Gambia;United Democratic Party;4;0;1;-99;0;2;8;0;7;5;-99;8;9;10;2017;0,37;-99;0;4;0;2317,6902;67,8
355;Guinea-Bissau;African Party for the Independence of Guinea-Bissau and Cape Verde;4;1;3;4;4;-99;-99;-99;2;8;2;4;3;4;2019;35,2;-99;-99;-99;-99;1596,3555;59,7
356;Guinea-Bissau;Assembly of the People United–Democratic Party of Guinea-Bissau;4;0;2;-99;7;9;7;7;-99;1;7;2;8;7;2019;8,47;-99;-99;-99;-99;1596,3555;59,7
357;Guinea-Bissau;Madem-G15;4;4;3;7;7;9;3;7;-99;2;7;2;8;7;2019;21,07;-99;-99;-99;-99;1596,3555;59,7
358;Guinea-Bissau;New Democracy Party;4;0;1;7;-99;7;-99;7;-99;8;3;2;2;3;2019;1,5;-99;-99;-99;-99;1596,3555;59,7
359;Guinea-Bissau;Party for Democratic Convergence;4;3;1;7;3;-99;-99;7;3;8;2;4;2;3;2019;1,64;-99;-99;-99;-99;1596,3555;59,7
360;Guinea-Bissau;Party for Social Renewal;4;2;3;2;7;9;7;3;-99;1;7;2;8;7;2019;21,1;-99;-99;-99;-99;1596,3555;59,7
361;Guinea-Bissau;Union for Change;4;1;1;4;2;4;-99;-99;1;8;1;4;2;2;2019;1,42;-99;-99;-99;-99;1596,3555;59,7
362;Equatorial Guinea;Citizens for Innovation;4;4;2;8;6,333333333;6,333333333;8;4,333333333;1;7;3,5;5,333333333;2,666666667;4;2017;5,8;-99;0;-6;0;20181,133;66,1
363;Equatorial Guinea;Democratic Party of Equatorial Guinea;4;4;3;6,333333333;8,833333333;9,75;9,6;2;7,333333333;3,666666667;5,666666667;9;9,25;10;2017;92;-99;0;-6;0;20181,133;66,1
364;Equatorial Guinea;Together We Can;4;1;1;4,666666667;4,666666667;1,5;4;5,75;1;8;6,5;2;0,75;0;2017;2,3;-99;0;-6;0;20181,133;66,1
365;Greece;Communist Party of Greece;5;1;2;0,285714286;4,8;8,571428571;3;0,692307692;3,5;2,083333333;2,25;2,583333333;7;5,25;2015;5,6;5,39;1;10;2;25140,7031;81,3
366;Greece;Golden Dawn;5;4;2;6,333333333;9,923076923;8,928571429;10;5,583333333;9,5;0,076923077;8,272727273;10;9,769230769;8,833333333;2015;7;5,39;1;10;2;25140,7031;81,3
367;Greece;Independent Greeks;5;4;2;6;9;8,818181818;9,166666667;8,230769231;8;0,8;6;9;6,1;8,428571429;2015;3,7;5,39;1;10;2;25140,7031;81,3
368;Greece;New Democracy;5;4;3;7,272727273;8;4,636363636;7,8;8,25;5,428571429;5,363636364;3,5;6,75;2,125;6,285714286;2015;28,1;5,39;1;10;2;25140,7031;81,3
369;Greece;Pan Hellenic Socialist Movement;5;1;2;4,8;3;4,75;2,875;3,666666667;2,444444444;6,333333333;2,272727273;3,1;2,166666667;3,833333333;2015;6,3;5,39;1;10;2;25140,7031;81,3
370;Greece;Syriza Unionist Social Front;5;1;3;3,142857143;1,214285714;6,090909091;1,714285714;2,214285714;1,916666667;7,7;0,923076923;1,769230769;2,8;3,727272727;2015;35,5;5,39;1;10;2;25140,7031;81,3
371;Greece;The River;5;3;2;7,5;1,272727273;2,2;2,545454545;7,142857143;1,8;8,111111111;0,818181818;1,363636364;0,5;1,636363636;2015;4,1;5,39;1;10;2;25140,7031;81,3
372;Greece;Union of Centrists;5;4;2;6,333333333;6,7;7,2;7,75;7,916666667;7;3,571428571;5;6,5;4,166666667;4,25;2015;3,4;5,39;1;10;2;25140,7031;81,3
373;Grenada;New National Party;-99;4;3;7;7;2;3;-99;2,666666667;8,666666667;2,333333333;2;2;2;2018;58,9;-99;0;-99;2;13804,5774;-99
374;Guatemala;Commitment, Renewal, and Order Party;2;4;2;8;8;3;-99;10;-99;-99;-99;7;2;-99;2015;5,92;5,93;-99;-99;-99;7508,8645;73,2
375;Guatemala;Encounter for Guatemala;2;1;2;3;3;2;-99;6;3;8;1;2;1;3;2015;3,86;5,93;-99;-99;-99;7508,8645;73,2
376;Guatemala;Everyone Together for Guatemala;2;0;3;-99;7,5;3;-99;4;-99;-99;3;7;4;4;2015;10,62;5,93;-99;-99;-99;7508,8645;73,2
377;Guatemala;Guatemalan National Revolutionary Unity;2;1;2;1;3,5;2,5;3;1,5;3;8;2,5;3;3;2,5;2015;4,08;5,93;-99;-99;-99;7508,8645;73,2
378;Guatemala;National Convergence Front;2;4;2;7,5;9;9;8;8;8;2;8;9,5;9;9;2015;9,43;5,93;-99;-99;-99;7508,8645;73,2
379;Guatemala;National Union for Change;2;0;2;-99;7;-99;-99;10;-99;2;-99;7;7;4;2015;4,16;5,93;-99;-99;-99;7508,8645;73,2
380;Guatemala;National Unity for Hope;2;2;3;4;7;2,5;4;2,5;3;7,5;3;3;3;2;2015;16,34;5,93;-99;-99;-99;7508,8645;73,2
381;Guatemala;Patriot Party;2;4;2;7;8;9;-99;9;8;2;8;9;9;9;2015;8,52;5,93;-99;-99;-99;7508,8645;73,2
382;Guatemala;Renewed Democratic Liberty Party;2;0;3;8;-99;9;-99;9;-99;1;8;9;9;9;2015;19,12;5,93;-99;-99;-99;7508,8645;73,2
383;Guatemala;Vision with Values;2;4;2;8,5;9,5;9;8;7,5;8;2;9;9,5;7;8;2015;5,34;5,93;-99;-99;-99;7508,8645;73,2
384;Guyana;People’s Progressive Party – Civic  ;2;1;3;4;4;6,666666667;4;4;-99;9;2,5;-99;7,666666667;9;2015;49,2;-99;0;7;2;7667,1305;68,2
385;Guyana;United Guyana-National Unity (APNU);2;0;3;-99;4;7,666666667;2;2;-99;9,5;2,5;7;7,666666667;7,5;2015;50,3;-99;0;7;2;7667,1305;68,2
386;Croatia;Bridge of Independent Lists;1;4;2;5,5;7,2;8;8,4;5;4;1,875;6,666666667;7,5;5;4,25;2016;5,3;5,29;0;9;2;23664,1452;77,7
387;Croatia;Croatian Labourists - Labour Party;1;1;1;2,75;2,666666667;7;7;4,7;2;7,25;1;3;1,5;3;2016;0,1;5,29;0;9;2;23664,1452;77,7
388;Croatia;Even Stronger Istria Coalition;1;3;1;5,142857143;2;3,111111111;5,25;6;2,5;6,777777778;1,285714286;0,714285714;1,666666667;7,166666667;2016;1,2;5,29;0;9;2;23664,1452;77,7
389;Croatia;For Prime Minister Coalition;1;2;1;3,5;6,166666667;8,666666667;9,333333333;4,333333333;5,5;2;3,8;3,666666667;6,5;7,571428571;2016;2,2;5,29;0;9;2;23664,1452;77,7
390;Croatia;HDSSB Coalition;1;4;1;6,4;8,25;6,4;7,75;6,571428571;4,666666667;2,625;6,6;7,5;5,666666667;8,333333333;2016;0,7;5,29;0;9;2;23664,1452;77,7
391;Croatia;HDZ Coalition;1;2;3;4,833333333;9;6,111111111;7,571428571;4,857142857;5,75;3,9;5,666666667;5,222222222;5,444444444;8,714285714;2016;19,5;5,29;0;9;2;23664,1452;77,7
392;Croatia;Homeland Coalition;1;4;1;6,2;9,111111111;6,833333333;8,7;6,222222222;4,5;2,25;8,166666667;8,625;7,4;8,6;2016;0,3;5,29;0;9;2;23664,1452;77,7
393;Croatia;People's Coalition;1;1;3;3,166666667;2,875;3,75;4,428571429;3,714285714;3,571428571;7;1,375;2,666666667;2,5;6;2016;18,2;5,29;0;9;2;23664,1452;77,7
394;Croatia;The Only Option Coalition;1;2;2;3,571428571;5;9;6,75;5,125;4,2;2,285714286;3,8;6,5;6,166666667;4,2;2016;3,4;5,29;0;9;2;23664,1452;77,7
395;Croatia;Turn Croatia Around Coalition;1;2;1;3,4;5,666666667;7,833333333;7,25;7,25;2,666666667;4,75;3;2;5,5;5,5;2016;1,1;5,29;0;9;2;23664,1452;77,7
396;Haiti;Alternative League for the Progress and Emancipation of Haiti;2;0;-99;3;-99;4;7;7,75;4;-99;4;8;4;6;2015;-99;2,71;0;0;1;1656,2939;64,5
397;Haiti;Convention for Democratic Unity;2;1;-99;4;3,666666667;6;1;6,75;5,666666667;4;3,5;-99;5;7,5;2015;-99;2,71;0;0;1;1656,2939;64,5
398;Haiti;Fanmi Lavalas;2;1;-99;1,666666667;3,4;7,8;4;3,25;3,5;4,4;1,25;2;4,666666667;6;2015;-99;2,71;0;0;1;1656,2939;64,5
399;Haiti;Haiti in Action;2;2;-99;4;7;6;5,5;7,75;7;1,5;6,5;-99;9;8,4;2015;-99;2,71;0;0;1;1656,2939;64,5
400;Haiti;Haitian Tet Kale Party;2;4;-99;6,75;5,5;9;7;9,5;8,5;4;7,25;4;10;8,6;2015;-99;2,71;0;0;1;1656,2939;64,5
401;Haiti;Tet Kole sous Chimen Devlopman pou un Nord'Ouest uni et Renonve;2;0;-99;4;-99;7,5;-99;10;-99;-99;4;-99;-99;4;2015;-99;2,71;0;0;1;1656,2939;64,5
402;Haiti;Organization of People in Struggle;2;1;-99;2,25;3;4;4;3,6;3;3;2,4;3;2,75;6;2015;-99;2,71;0;0;1;1656,2939;64,5
403;Haiti;Patriotic Unity Party;2;2;-99;4,5;10;5,5;-99;8,25;4;-99;4;-99;-99;6;2015;-99;2,71;0;0;1;1656,2939;64,5
404;Haiti;Regrouping of Social Democratic Fusion;2;1;-99;3;2,666666667;4,75;1,5;4;2,5;4;3,8;2;3,5;5,5;2015;-99;2,71;0;0;1;1656,2939;64,5
405;Haiti;Truth;2;1;-99;3,5;3;4,666666667;1;5,75;2,5;7;2,666666667;-99;2;3,666666667;2015;-99;2,71;0;0;1;1656,2939;64,5
406;Hungary;Fidesz;1;2;3;2,666666667;9,1875;9,5;9,8125;6,363636364;7,9;1,1875;8,090909091;4,777777778;9,4;9,75;2018;49,3;5,72;1;10;2;28464,5602;75,9
407;Hungary;Independents;1;0;1;-99;3;0;5,5;10;2;8;1,5;2;0;0;2018;0,5;5,72;1;10;2;28464,5602;75,9
408;Hungary;Jobbik, Movement for a Better Hungary;1;2;3;3,454545455;8,625;8,416666667;9,25;4,5;4,888888889;1,4375;6,857142857;6,75;7;5,222222222;2018;19,1;5,72;1;10;2;28464,5602;75,9
409;Hungary;Hungarian Socialist Party - Dialogue for Hungary;1;1;3;3,846153846;2,923076923;3,166666667;4,5;4,25;3;8;2,230769231;3;1,857142857;5,25;2018;11,9;5,72;1;10;2;28464,5602;75,9
410;Hungary;National Self-Government of Germans in Hungary;1;0;1;-99;-99;-99;10;10;-99;-99;-99;0;-99;-99;2018;0,7;5,72;1;10;2;28464,5602;75,9
411;Hungary;Politics Can Be Different;1;1;2;2,666666667;2,428571429;2,833333333;3,555555556;4,166666667;0,75;8,222222222;1,461538462;3,3;1,846153846;3,125;2018;7,1;5,72;1;10;2;28464,5602;75,9
412;Hungary;The Democratic Coalition;1;3;2;5,444444444;2,1875;1,545454545;3,4;3;3,3;8,769230769;2;2,9;1,6;4,909090909;2018;5,4;5,72;1;10;2;28464,5602;75,9
413;Hungary;Together – Party for a New Era;1;1;2;4,625;1,454545455;2,181818182;2,222222222;6,818181818;1,666666667;9,375;1,272727273;2,2;1;2,5;2018;5,4;5,72;1;10;2;28464,5602;75,9
414;Indonesia;Democratic Party;6;2;3;4,571428571;8,75;6,142857143;8,333333333;2,666666667;6,166666667;5,666666667;1,5;2,5;3,5;6,333333333;2014;10,2;6,49;0;9;1;11605,8553;72
415;Indonesia;Great Indonesia Movement Party;6;2;3;4,125;7,5;8,3;8,714285714;1,857142857;5,833333333;3,125;1,5;1,6;6;6,285714286;2014;11,8;6,49;0;9;1;11605,8553;72
416;Indonesia;Indonesian Democratic Party;6;2;3;3;7,142857143;8,222222222;7,375;2,111111111;6,75;3,4;2,166666667;1,5;3,875;6;2014;18,9;6,49;0;9;1;11605,8553;72
417;Indonesia;National Awakening Party;6;2;2;4,333333333;8,25;6,375;8,666666667;2,5;6,4;3,8;3,571428571;2,285714286;4,166666667;7,714285714;2014;9;6,49;0;9;1;11605,8553;72
418;Indonesia;National Democrat Party;6;4;2;6;8,166666667;4,625;8,333333333;2;6,5;4,166666667;2,6;2,571428571;4;7,5;2014;6,7;6,49;0;9;1;11605,8553;72
419;Indonesia;National Mandate Party;6;2;2;4,125;8,375;6,5;7,333333333;2,166666667;6;3,5;3,25;3;5;7,428571429;2014;7,6;6,49;0;9;1;11605,8553;72
420;Indonesia;Party of the Functional Groups;6;2;3;4,8;7,142857143;6,571428571;9;2,666666667;7,166666667;5,75;1,8;1,857142857;3,285714286;6;2014;14,7;6,49;0;9;1;11605,8553;72
421;Indonesia;People's Conscience Party;6;4;2;5,333333333;8,333333333;5,222222222;9;4,666666667;6,6;4;3,333333333;2,5;5;9,5;2014;5,3;6,49;0;9;1;11605,8553;72
422;Indonesia;Prosperous Justice Party;6;2;2;4,375;9,555555556;6;8,833333333;3,25;6;3,25;6,285714286;5,714285714;5,857142857;8,6;2014;6,8;6,49;0;9;1;11605,8553;72
423;Indonesia;United Development Party;6;2;2;4,857142857;8,9;7,166666667;8,666666667;3;6;3,4;6;4,25;5,5;9;2014;6,5;6,49;0;9;1;11605,8553;72
424;India;All India Anna Dravida Munnetra Kazhagam;6;4;2;5,058823529;5;6,2;4,454545455;4,68;4,4;4,444444444;3,214285714;3,304347826;4,928571429;5,388888889;2014;3,3;5,6;0;9;2;6888,1885;69,1
425;India;All India Trinamool Congress;6;1;2;3,52;3,571428571;6,318181818;3;4,033333333;3,818181818;6,285714286;3,75;2,793103448;4;5,555555556;2014;3,8;5,6;0;9;2;6888,1885;69,1
426;India;Bharatiya Janata Party;6;4;3;7,689655172;8,888888889;8,617647059;9,352941176;6,047619048;5,5;2,2;6,576923077;8,84375;8,344827586;6,454545455;2014;31;5,6;0;9;2;6888,1885;69,1
427;India;Biju Janata Dal;6;1;1;4,588235294;3,4;5,833333333;3,818181818;5,095238095;3,666666667;4,875;3,6875;3,318181818;4;5,076923077;2014;1,7;5,6;0;9;2;6888,1885;69,1
428;India;Communist Party of India;6;1;2;1,722222222;2,470588235;2,740740741;1,928571429;2,5625;2,75;6,12;3,259259259;2,137931034;2,846153846;3,956521739;2014;3,2;5,6;0;9;2;6888,1885;69,1
429;India;Indian National Congress;6;1;3;4,6;2,785714286;3,166666667;3,238095238;3,28;3,565217391;7,043478261;3,47826087;2,548387097;2,85;2,958333333;2014;19,3;5,6;0;9;2;6888,1885;69,1
430;India;Shivsena;6;4;1;6,5;8,515151515;8,962962963;9,161290323;6,045454545;6,083333333;2,08;5,863636364;8;7,96;7,615384615;2014;1,9;5,6;0;9;2;6888,1885;69,1
431;India;Telangana Rashtra Samithi;6;1;1;4,9375;3,785714286;6,722222222;4,6;5,434782609;4,111111111;4,6875;4,352941176;2,857142857;5;5,380952381;2014;1,2;5,6;0;9;2;6888,1885;69,1
432;India;Telugu Desam;6;3;1;5,714285714;3,75;6;3,777777778;5,476190476;4,818181818;4,571428571;4,5;2,266666667;4,416666667;5,235294118;2014;2,5;5,6;0;9;2;6888,1885;69,1
433;India;Yuvajana Sramika Rythu Congress Party;6;1;1;4,363636364;3,333333333;5,923076923;5,428571429;7,041666667;4,285714286;5,888888889;4,636363636;3,133333333;6,090909091;6,75;2014;2,5;5,6;0;9;2;6888,1885;69,1
434;Ireland;Anti-Austerity Alliance - People Before Profit;5;1;2;1,25;1,5;7,727272727;2,466666667;0,894736842;2,666666667;6,090909091;1,588235294;2,764705882;2,933333333;2,636363636;2016;3,9;-99;1;10;2;70855,3272;81,5
435;Ireland;Fianna Fail;5;4;3;5,833333333;6,666666667;3,4;4,818181818;4,833333333;5,111111111;7,769230769;3,692307692;5,444444444;1,764705882;5,083333333;2016;24,4;-99;1;10;2;70855,3272;81,5
